Vg	absId	absIg	absIs	Vd	Id	Ig
17.25	2.60153E-06	1.73615E-09	2.60411E-06	60	2.60153E-06	1.73615E-09
18	2.78467E-06	2.10185E-09	2.78744E-06	60	2.78467E-06	2.10185E-09
18.75	2.9762E-06	2.43604E-09	2.98021E-06	60	2.9762E-06	2.43604E-09
19.5	3.17261E-06	2.7315E-09	3.17587E-06	60	3.17261E-06	2.7315E-09
20.25	3.37599E-06	2.92354E-09	3.38006E-06	60	3.37599E-06	2.92354E-09
21	3.58257E-06	3.21653E-09	3.58654E-06	60	3.58257E-06	3.21653E-09
21.75	3.79925E-06	3.5445E-09	3.80478E-06	60	3.79925E-06	3.5445E-09
22.5	4.02115E-06	3.84198E-09	4.02619E-06	60	4.02115E-06	3.84198E-09
23.25	4.24971E-06	4.19254E-09	4.25312E-06	60	4.24971E-06	4.19254E-09
24	4.48426E-06	4.49937E-09	4.49095E-06	60	4.48426E-06	4.49937E-09
24.75	4.72614E-06	4.86438E-09	4.73342E-06	60	4.72614E-06	4.86438E-09
25.5	4.97578E-06	5.32457E-09	4.9809E-06	60	4.97578E-06	5.32457E-09
26.25	5.23307E-06	5.80571E-09	5.23674E-06	60	5.23307E-06	5.80571E-09
27	5.48784E-06	6.20508E-09	5.49424E-06	60	5.48784E-06	6.20508E-09
27.75	5.76073E-06	6.70674E-09	5.76631E-06	60	5.76073E-06	6.70674E-09
28.5	6.03375E-06	7.19284E-09	6.0403E-06	60	6.03375E-06	7.19284E-09
29.25	6.3154E-06	7.58217E-09	6.32573E-06	60	6.3154E-06	7.58217E-09
30	6.60618E-06	8.15788E-09	6.61765E-06	60	6.60618E-06	8.15788E-09
30.75	6.90252E-06	8.76615E-09	6.91135E-06	60	6.90252E-06	8.76615E-09
31.5	7.18153E-06	9.22444E-09	7.19153E-06	60	7.18153E-06	9.22444E-09
32.25	7.48796E-06	9.7703E-09	7.49885E-06	60	7.48796E-06	9.7703E-09
33	7.79553E-06	1.0259E-08	7.81122E-06	60	7.79553E-06	1.0259E-08
33.75	8.11987E-06	1.07871E-08	8.13278E-06	60	8.11987E-06	1.07871E-08
34.5	8.44594E-06	1.13707E-08	8.46007E-06	60	8.44594E-06	1.13707E-08
35.25	8.78181E-06	1.20165E-08	8.79396E-06	60	8.78181E-06	1.20165E-08
36	9.11581E-06	1.2552E-08	9.12893E-06	60	9.11581E-06	1.2552E-08
36.75	9.47077E-06	1.31788E-08	9.48371E-06	60	9.47077E-06	1.31788E-08
37.5	9.80969E-06	1.37141E-08	9.83187E-06	60	9.80969E-06	1.37141E-08
38.25	1.017042E-05	1.45275E-08	1.019036E-05	60	1.017042E-05	1.45275E-08
39	1.055011E-05	1.50745E-08	1.056627E-05	60	1.055011E-05	1.50745E-08
39.75	1.09326E-05	1.58016E-08	1.094955E-05	60	1.09326E-05	1.58016E-08
40.5	1.130619E-05	1.65135E-08	1.132402E-05	60	1.130619E-05	1.65135E-08
41.25	1.16924E-05	1.72064E-08	1.17166E-05	60	1.16924E-05	1.72064E-08
42	1.20859E-05	1.78715E-08	1.21163E-05	60	1.20859E-05	1.78715E-08
42.75	1.24929E-05	1.858E-08	1.2512E-05	60	1.24929E-05	1.858E-08
43.5	1.29005E-05	1.92526E-08	1.29219E-05	60	1.29005E-05	1.92526E-08
44.25	1.33144E-05	2.00687E-08	1.33445E-05	60	1.33144E-05	2.00687E-08
45	1.37449E-05	2.07633E-08	1.37662E-05	60	1.37449E-05	2.07633E-08
45.75	1.41799E-05	2.15471E-08	1.42006E-05	60	1.41799E-05	2.15471E-08
46.5	1.46038E-05	2.22326E-08	1.46497E-05	60	1.46038E-05	2.22326E-08
47.25	1.50739E-05	2.30741E-08	1.51097E-05	60	1.50739E-05	2.30741E-08
48	1.55278E-05	2.38862E-08	1.55613E-05	60	1.55278E-05	2.38862E-08
48.75	1.59899E-05	2.4737E-08	1.60191E-05	60	1.59899E-05	2.4737E-08
49.5	1.64425E-05	2.56272E-08	1.64799E-05	60	1.64425E-05	2.56272E-08
50.25	1.69261E-05	2.65288E-08	1.69511E-05	60	1.69261E-05	2.65288E-08
51	1.73852E-05	2.71997E-08	1.74391E-05	60	1.73852E-05	2.71997E-08
51.75	1.78609E-05	2.81804E-08	1.79096E-05	60	1.78609E-05	2.81804E-08
52.5	1.83734E-05	2.92556E-08	1.842E-05	60	1.83734E-05	2.92556E-08
53.25	1.89078E-05	3.01721E-08	1.89747E-05	60	1.89078E-05	3.01721E-08
54	1.93938E-05	3.12776E-08	1.94797E-05	60	1.93938E-05	3.12776E-08
54.75	1.9943E-05	3.25463E-08	1.99753E-05	60	1.9943E-05	3.25463E-08
55.5	2.04361E-05	3.3381E-08	2.04436E-05	60	2.04361E-05	3.3381E-08
56.25	2.09437E-05	3.45415E-08	2.09717E-05	60	2.09437E-05	3.45415E-08
57	2.14183E-05	3.57276E-08	2.14635E-05	60	2.14183E-05	3.57276E-08
57.75	2.19353E-05	3.69168E-08	2.19895E-05	60	2.19353E-05	3.69168E-08
58.5	2.25288E-05	3.80955E-08	2.25814E-05	60	2.25288E-05	3.80955E-08
59.25	2.30647E-05	3.92839E-08	2.31226E-05	60	2.30647E-05	3.92839E-08
60	2.36402E-05	4.07067E-08	2.36829E-05	60	2.36402E-05	4.07067E-08
60	2.36584E-05	4.09585E-08	2.37087E-05	60	2.36584E-05	4.09585E-08
59.25	2.30506E-05	3.97263E-08	2.31067E-05	60	2.30506E-05	3.97263E-08
58.5	2.25859E-05	3.87943E-08	2.25966E-05	60	2.25859E-05	3.87943E-08
57.75	2.20508E-05	3.75807E-08	2.20812E-05	60	2.20508E-05	3.75807E-08
57	2.15061E-05	3.64456E-08	2.1552E-05	60	2.15061E-05	3.64456E-08
56.25	2.0995E-05	3.54072E-08	2.1022E-05	60	2.0995E-05	3.54072E-08
55.5	2.04832E-05	3.42813E-08	2.05108E-05	60	2.04832E-05	3.42813E-08
54.75	1.99645E-05	3.35874E-08	2.00141E-05	60	1.99645E-05	3.35874E-08
54	1.94552E-05	3.2552E-08	1.95027E-05	60	1.94552E-05	3.2552E-08
53.25	1.89773E-05	3.15237E-08	1.90034E-05	60	1.89773E-05	3.15237E-08
52.5	1.84878E-05	3.0463E-08	1.85106E-05	60	1.84878E-05	3.0463E-08
51.75	1.79891E-05	2.954E-08	1.80234E-05	60	1.79891E-05	2.954E-08
51	1.75147E-05	2.86703E-08	1.75331E-05	60	1.75147E-05	2.86703E-08
50.25	1.70369E-05	2.7754E-08	1.70595E-05	60	1.70369E-05	2.7754E-08
49.5	1.65651E-05	2.67895E-08	1.6581E-05	60	1.65651E-05	2.67895E-08
48.75	1.60909E-05	2.58119E-08	1.61066E-05	60	1.60909E-05	2.58119E-08
48	1.56333E-05	2.45936E-08	1.56492E-05	60	1.56333E-05	2.45936E-08
47.25	1.5181E-05	2.37924E-08	1.51956E-05	60	1.5181E-05	2.37924E-08
46.5	1.47314E-05	2.29191E-08	1.47532E-05	60	1.47314E-05	2.29191E-08
45.75	1.43089E-05	2.22174E-08	1.43273E-05	60	1.43089E-05	2.22174E-08
45	1.3877E-05	2.13819E-08	1.38894E-05	60	1.3877E-05	2.13819E-08
44.25	1.34507E-05	2.061E-08	1.34636E-05	60	1.34507E-05	2.061E-08
43.5	1.30328E-05	1.98479E-08	1.305E-05	60	1.30328E-05	1.98479E-08
42.75	1.2615E-05	1.9073E-08	1.26317E-05	60	1.2615E-05	1.9073E-08
42	1.22102E-05	1.8383E-08	1.22267E-05	60	1.22102E-05	1.8383E-08
41.25	1.18073E-05	1.76528E-08	1.1823E-05	60	1.18073E-05	1.76528E-08
40.5	1.13942E-05	1.69302E-08	1.14081E-05	60	1.13942E-05	1.69302E-08
39.75	1.10014E-05	1.62215E-08	1.10125E-05	60	1.10014E-05	1.62215E-08
39	1.06254E-05	1.55491E-08	1.06353E-05	60	1.06254E-05	1.55491E-08
38.25	1.02596E-05	1.49426E-08	1.02836E-05	60	1.02596E-05	1.49426E-08
37.5	9.91873E-06	1.42898E-08	9.92558E-06	60	9.91873E-06	1.42898E-08
36.75	9.55417E-06	1.36871E-08	9.55913E-06	60	9.55417E-06	1.36871E-08
36	9.20851E-06	1.30649E-08	9.21298E-06	60	9.20851E-06	1.30649E-08
35.25	8.86539E-06	1.24836E-08	8.87081E-06	60	8.86539E-06	1.24836E-08
34.5	8.51746E-06	1.19446E-08	8.52545E-06	60	8.51746E-06	1.19446E-08
33.75	8.18915E-06	1.13536E-08	8.19823E-06	60	8.18915E-06	1.13536E-08
33	7.87553E-06	1.08357E-08	7.88452E-06	60	7.87553E-06	1.08357E-08
32.25	7.55737E-06	1.02432E-08	7.56285E-06	60	7.55737E-06	1.02432E-08
31.5	7.24542E-06	9.6852E-09	7.24834E-06	60	7.24542E-06	9.6852E-09
30.75	6.93535E-06	9.2106E-09	6.9412E-06	60	6.93535E-06	9.2106E-09
30	6.6377E-06	8.73515E-09	6.64009E-06	60	6.6377E-06	8.73515E-09
29.25	6.34003E-06	8.24508E-09	6.34629E-06	60	6.34003E-06	8.24508E-09
28.5	6.07093E-06	7.81778E-09	6.07476E-06	60	6.07093E-06	7.81778E-09
27.75	5.79074E-06	7.33021E-09	5.7975E-06	60	5.79074E-06	7.33021E-09
27	5.51907E-06	6.89097E-09	5.526E-06	60	5.51907E-06	6.89097E-09
26.25	5.25865E-06	6.43676E-09	5.26267E-06	60	5.25865E-06	6.43676E-09
25.5	5.00201E-06	6.01171E-09	5.00506E-06	60	5.00201E-06	6.01171E-09
24.75	4.74949E-06	5.60369E-09	4.75312E-06	60	4.74949E-06	5.60369E-09
24	4.50904E-06	5.18755E-09	4.51163E-06	60	4.50904E-06	5.18755E-09
23.25	4.27452E-06	4.81237E-09	4.27541E-06	60	4.27452E-06	4.81237E-09
22.5	4.04811E-06	4.44073E-09	4.04623E-06	60	4.04811E-06	4.44073E-09
21.75	3.81915E-06	4.01355E-09	3.822E-06	60	3.81915E-06	4.01355E-09
21	3.60201E-06	3.63485E-09	3.60584E-06	60	3.60201E-06	3.63485E-09
20.25	3.39334E-06	3.33347E-09	3.39301E-06	60	3.39334E-06	3.33347E-09
19.5	3.1908E-06	2.97309E-09	3.19062E-06	60	3.1908E-06	2.97309E-09
18.75	2.99273E-06	2.68806E-09	2.99341E-06	60	2.99273E-06	2.68806E-09
18	2.80431E-06	2.38684E-09	2.80315E-06	60	2.80431E-06	2.38684E-09
17.25	2.6203E-06	2.10124E-09	2.62022E-06	60	2.6203E-06	2.10124E-09
16.5	2.4438E-06	1.89643E-09	2.44353E-06	60	2.4438E-06	1.89643E-09
15.75	2.27292E-06	1.63457E-09	2.27468E-06	60	2.27292E-06	1.63457E-09
15	2.11071E-06	1.42318E-09	2.11024E-06	60	2.11071E-06	1.42318E-09
14.25	1.95214E-06	1.25047E-09	1.95013E-06	60	1.95214E-06	1.25047E-09
13.5	1.8002E-06	1.0541E-09	1.80105E-06	60	1.8002E-06	1.0541E-09
12.75	1.65924E-06	8.6601E-10	1.65625E-06	60	1.65924E-06	8.6601E-10
12	1.51712E-06	7.18607E-10	1.51707E-06	60	1.51712E-06	7.18607E-10
11.25	1.38289E-06	5.7859E-10	1.38108E-06	60	1.38289E-06	5.7859E-10
10.5	1.21011E-06	2.636E-10	1.20378E-06	60	1.21011E-06	2.636E-10
9.75	1.03141E-06	1.3772E-11	1.00342E-06	60	1.03141E-06	1.3772E-11
9	9.37692E-07	5.1219E-11	9.24898E-07	60	9.37692E-07	5.1219E-11
8.25	8.39991E-07	1.3516E-11	8.34631E-07	60	8.39991E-07	1.3516E-11
7.5	7.72994E-07	7.69E-13	7.60727E-07	60	7.72994E-07	7.69E-13
6.75	7.0818E-07	4.713E-12	6.98047E-07	60	7.0818E-07	-4.713E-12
6	6.50663E-07	1.6253E-11	6.42097E-07	60	6.50663E-07	-1.6253E-11
5.25	5.92352E-07	4.5384E-11	5.85564E-07	60	5.92352E-07	-4.5384E-11
4.5	5.19773E-07	1.23995E-10	5.02511E-07	60	5.19773E-07	-1.23995E-10
3.75	4.01053E-07	1.8069E-10	4.02139E-07	60	4.01053E-07	-1.8069E-10
3	3.55047E-07	7.4467E-11	3.53196E-07	60	3.55047E-07	-7.4467E-11
2.25	2.95476E-07	1.41497E-10	2.89081E-07	60	2.95476E-07	-1.41497E-10
1.5	2.44776E-07	1.01254E-10	2.44704E-07	60	2.44776E-07	-1.01254E-10
0.75	2.13128E-07	1.23036E-10	2.08316E-07	60	2.13128E-07	-1.23036E-10
0	1.58906E-07	1.72612E-10	1.52627E-07	60	1.58906E-07	-1.72612E-10
-0.75	1.15165E-07	1.46692E-10	1.12013E-07	60	1.15165E-07	-1.46692E-10
-1.5	8.66411E-08	1.50791E-10	8.63466E-08	60	8.66411E-08	-1.50791E-10
-2.25	6.19982E-08	1.76658E-10	6.14943E-08	60	6.19982E-08	-1.76658E-10
-3	5.30491E-08	9.6585E-11	5.03711E-08	60	5.30491E-08	-9.6585E-11
-3.75	3.42713E-08	1.62334E-10	3.37856E-08	60	3.42713E-08	-1.62334E-10
-4.5	2.33171E-08	1.10318E-10	2.37905E-08	60	2.33171E-08	-1.10318E-10
-5.25	1.28785E-08	1.74349E-10	1.35619E-08	60	1.28785E-08	-1.74349E-10
-6	7.42375E-09	1.11237E-10	6.91592E-09	60	7.42375E-09	-1.11237E-10
-6.75	3.8945E-09	9.8958E-11	3.64491E-09	60	3.8945E-09	-9.8958E-11
-7.5	1.39391E-09	8.9542E-11	1.35282E-09	60	1.39391E-09	-8.9542E-11
-8.25	5.73925E-10	9.2332E-11	5.05146E-10	60	5.73925E-10	-9.2332E-11
-9	2.26173E-10	7.3855E-11	1.59532E-10	60	2.26173E-10	-7.3855E-11
-9.75	1.08509E-10	7.8473E-11	3.7667E-11	60	1.08509E-10	-7.8473E-11
-10.5	7.1129E-11	8.2652E-11	8.3E-13	60	7.1129E-11	-8.2652E-11
-11.25	6.8342E-11	8.2313E-11	6.249E-12	60	6.8342E-11	-8.2313E-11
-12	6.8781E-11	8.2028E-11	6.636E-12	60	6.8781E-11	-8.2028E-11
-12.75	7.4958E-11	8.5865E-11	4.976E-12	60	7.4958E-11	-8.5865E-11
-13.5	8.4286E-11	9.127E-11	3.399E-12	60	8.4286E-11	-9.127E-11
-14.25	9.6922E-11	1.05354E-10	3.364E-12	60	9.6922E-11	-1.05354E-10
-15	1.0892E-10	1.13276E-10	1.733E-12	60	1.0892E-10	-1.13276E-10
-15.75	1.30419E-10	1.31385E-10	6.869E-12	60	1.30419E-10	-1.31385E-10
-16.5	1.51388E-10	1.4585E-10	8.698E-12	60	1.51388E-10	-1.4585E-10
-17.25	1.86042E-10	1.85848E-10	2.0213E-11	60	1.86042E-10	-1.85848E-10
-18	2.04507E-10	1.76671E-10	2.721E-11	60	2.04507E-10	-1.76671E-10
-18.75	2.35338E-10	1.93335E-10	7.836E-11	60	2.35338E-10	-1.93335E-10
-19.5	2.73371E-10	1.7311E-10	1.28682E-10	60	2.73371E-10	-1.7311E-10
-20.25	3.21064E-10	1.93733E-10	1.67951E-10	60	3.21064E-10	-1.93733E-10
-21	3.84827E-10	1.68635E-10	2.17331E-10	60	3.84827E-10	-1.68635E-10
-21.75	4.62148E-10	2.08112E-10	2.75419E-10	60	4.62148E-10	-2.08112E-10
-22.5	5.41195E-10	2.30641E-10	3.39502E-10	60	5.41195E-10	-2.30641E-10
-23.25	6.23514E-10	2.43211E-10	4.05417E-10	60	6.23514E-10	-2.43211E-10
-24	7.24935E-10	2.52618E-10	5.07138E-10	60	7.24935E-10	-2.52618E-10
-24.75	8.3462E-10	2.68058E-10	6.01022E-10	60	8.3462E-10	-2.68058E-10
-25.5	9.954E-10	2.88624E-10	7.11342E-10	60	9.954E-10	-2.88624E-10
-26.25	1.19517E-09	3.38885E-10	8.74095E-10	60	1.19517E-09	-3.38885E-10
-27	1.36161E-09	3.03623E-10	1.08507E-09	60	1.36161E-09	-3.03623E-10
-27.75	1.56717E-09	3.43772E-10	1.26197E-09	60	1.56717E-09	-3.43772E-10
-28.5	1.80569E-09	3.33961E-10	1.50991E-09	60	1.80569E-09	-3.33961E-10
-29.25	2.07581E-09	3.63097E-10	1.77013E-09	60	2.07581E-09	-3.63097E-10
-30	2.33957E-09	3.5879E-10	2.05457E-09	60	2.33957E-09	-3.5879E-10
